dateiname	speicherzeit
rk19981009_2bvr159391	2017-08-31 09:22:56GMT
rk20001006_2bvr070100	2017-08-31 08:49:02GMT
rk20010518_1bvr052201	2017-08-31 08:36:16GMT
lk20110314_1bvl001307	2017-08-31 13:18:02GMT
qk20160517_2bvq002016	2017-08-31 12:06:54GMT
qk20120516_1bvq001712	2017-08-31 12:59:24GMT
cs20160404_2bvc003414	2017-08-31 12:09:10GMT
rk20050713_1bvr100400	2017-08-31 11:05:22GMT
rk20000822_1bvr007796	2017-08-31 08:51:36GMT
rk20150714_2bvr154914	2017-08-31 12:22:26GMT
rk20090506_2bvr090206	2017-08-31 10:09:54GMT
rk20010315_1bvr053399	2017-08-31 08:39:28GMT
rk20020206_2bvr038001	2017-08-31 08:21:08GMT
rk20171002_1bvr157417	2018-03-07 13:59:13GMT
rk19980723_1bvr247094	2017-08-31 09:25:32GMT
rk20031009_2bvr135103	2017-08-31 11:31:22GMT
es20120619_2bve000411	2017-08-31 12:57:36GMT
rk20061227_2bvr080305	2017-08-31 10:43:46GMT
rk20170720_2bvr249216	2017-08-31 11:44:20GMT
rk19990114_1bvr116293	2017-08-31 09:19:34GMT
cs20130723_2bvc000513	2017-08-31 12:45:12GMT
rk20090311_1bvr341308	2017-08-31 10:12:24GMT
rs20050714_1bvr098100	2017-08-31 11:05:06GMT
rk20120411_2bvr086209	2017-08-31 13:01:02GMT
rk19980608_1bvr065097	2017-08-31 09:26:54GMT
rk20000807_1bvr025499	2017-08-31 08:52:22GMT
rk20150630_2bvr043315	2017-08-31 12:23:00GMT
rk20080130_2bvr230007	2017-08-31 10:30:58GMT
rs20170718_2bvr085915	2017-09-19 12:47:42GMT
qk20020301_1bvq000502	2017-08-31 08:19:44GMT
fs20000712_2bvf000100	2017-08-31 08:53:22GMT
rk20080730_1bvr152508	2017-08-31 10:22:50GMT
qk20101016_1bvq003910	2017-08-31 13:23:36GMT
rk20060602_1bvr135003	2017-08-31 10:53:04GMT
es19990325_2bve000599	2017-08-31 09:14:54GMT
rk20060926_1bvr060504	2017-08-31 10:46:42GMT
rk20170921_2bvr107115	2018-03-07 13:58:51GMT
rk20021121_2bvr154802	2017-08-31 08:07:50GMT
rk20070814_2bvr118607	2017-08-31 10:35:36GMT
rk20140326_1bvr113312	2017-08-31 12:37:20GMT
rk20080312_2bvr204205	2017-08-31 10:27:08GMT
rk20000830_1bvr246497	2017-08-31 08:51:04GMT
cs20120131_2bvc001111	2017-08-31 13:04:02GMT
qk20020531_1bvq001802	2017-08-31 08:15:40GMT
rk20100311_1bvr029010	2017-08-31 13:34:04GMT
rk20130818_2bvr138008	2017-08-31 12:44:14GMT
rk20160909_1bvr202216	2017-08-31 11:59:12GMT
rk20030107_2bvr044702	2017-08-31 08:04:50GMT
rk20070627_2bvr127607	2017-08-31 10:36:46GMT
rk20090522_2bvr224004	2017-08-31 10:08:54GMT
rk20030827_2bvr132403	2017-08-31 11:33:06GMT
rk20010716_2bvr079101	2017-08-31 08:33:38GMT
rk20170526_2bvr182116	2017-08-31 11:47:00GMT
rk20011108_2bvr124201	2017-08-31 08:26:52GMT
rk20010205_2bvr138999	2017-08-31 08:42:08GMT
qk20000421_1bvq001000	2017-08-31 08:56:02GMT
rk20110922_2bvr094711	2017-08-31 13:10:22GMT
rk20010525_1bvr225300	2017-08-31 08:35:48GMT
rk20110404_1bvr180308	2017-08-31 13:16:58GMT
rk19990831_1bvr138997	2017-08-31 09:08:38GMT
bs20030318_2bvb000101	2017-08-31 11:38:58GMT
rs20000308_1bvr165194	2017-08-31 08:59:08GMT
rk20010910_2bvr152301	2017-08-31 08:30:46GMT
rk20091014_1bvr243009	2017-08-31 10:01:38GMT
rk20130529_1bvr108309	2017-08-31 12:47:02GMT
rk20061129_1bvr070403	2017-08-31 10:45:18GMT
lk20030428_1bvl000301	2017-08-31 11:37:34GMT
rs20081028_1bvr046206	2017-08-31 10:19:28GMT
rk20130702_1bvr175112	2017-08-31 12:46:30GMT
rk20140828_1bvr300111	2017-08-31 12:33:06GMT
rk20000926_2bvr160900	2017-08-31 08:49:38GMT
gs20020328a_2bvg000101	2017-08-31 08:18:28GMT
rk20130705_2bvr070812	2017-08-31 12:46:10GMT
rk20020220_1bvr042399	2017-08-31 08:20:26GMT
rk20150513_2bvr273514	2017-08-31 12:24:42GMT
cs19980114_2bvc002496	2017-08-31 09:34:26GMT
rk20030331_2bvr184802	2017-08-31 11:38:26GMT
rk20000621_1bvr170993	2017-08-31 08:54:14GMT
rk20030312_2bvr099602	2017-08-31 11:39:04GMT
qk20030224_1bvq000801	2017-08-31 11:40:24GMT
rs20050524_1bvr107201	2017-08-31 11:07:46GMT
rk20141104_2bvr089212	2017-08-31 12:30:58GMT
rs20050706_2bvr233595	2017-08-31 11:05:54GMT
rs20070213_1bvr091005	2017-08-31 10:42:32GMT
rk20011212_1bvr157100	2017-08-31 08:25:02GMT
rk20071220_2bvr105007	2017-08-31 10:32:38GMT
rk20060222_1bvr014406	2017-08-31 10:57:06GMT
rk20130730_1bvr150612	2017-08-31 12:44:48GMT
lk20020327_2bvl000202	2017-08-31 08:18:34GMT
rk20160705_1bvr097912	2017-08-31 12:03:22GMT
rk20111022_2bvr185511	2017-08-31 13:09:22GMT
rk20160125_1bvr137315	2017-08-31 12:12:46GMT
ls20160726_1bvl000815	2017-08-31 12:01:14GMT
rk20061018_1bvr069003	2017-08-31 10:46:22GMT
rk20121217_1bvr205912	2017-08-31 12:51:16GMT
ls20070125_1bvl001204	2017-08-31 10:43:14GMT
rk20081127_1bvr011208	2017-08-31 10:17:52GMT
rk19980804_1bvr032797	2017-08-31 09:24:54GMT
rk20161225_1bvr138011	2017-08-31 11:53:48GMT
rk20010926_2bvr049600	2017-08-31 08:29:40GMT
rk20130820_1bvr240212	2017-08-31 12:44:08GMT
es20070704_2bve000106	2017-08-31 10:36:32GMT
rk20000302_1bvr222498	2017-08-31 08:59:18GMT
rs20000216_1bvr042097	2017-08-31 09:00:46GMT
bs20010703_2bvb000101	2017-08-31 08:34:40GMT
rk20150407_1bvr143210	2017-08-31 12:26:36GMT
rk20040225_1bvr025004	2017-08-31 11:25:12GMT
rk20040225_1bvr100098	2017-08-31 11:25:16GMT
es20120620_2bve000112	2017-08-31 12:57:22GMT
rk20090115_2bvr248708	2017-08-31 10:15:10GMT
rs20100623_2bvr255908	2017-08-31 13:30:10GMT
rk20050421_1bvr051004	2017-08-31 11:08:38GMT
rk20051229_1bvr207603	2017-08-31 10:59:32GMT
lk19991007_1bvl000793	2017-08-31 09:07:26GMT
rk20150224_1bvr056213	2017-08-31 12:27:42GMT
rk20100714_1bvr318909	2017-08-31 13:29:10GMT
rk20130227_2bvr187210	2017-08-31 12:49:34GMT
cs20160720_2bvc003214	2017-08-31 12:01:46GMT
rk20150624_1bvr046713	2017-08-31 12:23:42GMT
rk19980226_1bvr042097	2017-08-31 09:31:54GMT
rk20141222_1bvr219514	2017-08-31 12:29:14GMT
rk20090806_1bvr031909	2017-08-31 10:05:16GMT
cs20160407_2bvc007014	2017-08-31 12:09:02GMT
rk20080325_1bvr175303	2017-08-31 10:26:40GMT
rk20090910_1bvr124809	2017-08-31 10:03:16GMT
rs20150224_1bvr047214	2017-08-31 12:27:44GMT
qk20160114_2bvq000116	2017-08-31 12:13:04GMT
rs20000513_1bvr060296	2017-08-31 08:55:26GMT
rk20141218_2bvr197813	2017-08-31 12:29:22GMT
rk20020612_2bvr069702	2017-08-31 08:15:04GMT
rs20050111_2bvr016702	2017-08-31 11:12:12GMT
rk19990614_1bvr082899	2017-08-31 09:12:00GMT
rk20130801_1bvr251512	2017-08-31 12:44:34GMT
rk20111122_2bvr229711	2017-08-31 13:07:20GMT
ks20030311_2bvk000102	2017-08-31 11:39:24GMT
rs20040420_1bvr174899	2017-08-31 11:21:42GMT
rs20090218_1bvr307608	2017-08-31 10:14:08GMT
es20021203_2bve000302	2017-08-31 08:07:12GMT
rk20080409_2bvr045408	2017-08-31 10:26:24GMT
rs20010321_1bvr230794	2017-08-31 08:39:04GMT
rk20100217_1bvr052909	2017-08-31 09:57:20GMT
rk20170123_2bvr227216	2017-08-31 11:52:40GMT
rk20000427_2bvr192294	2017-08-31 08:55:50GMT
rk20160324_2bvr130510	2017-08-31 12:09:32GMT
rs20000904_1bvr165194	2017-08-31 08:50:50GMT
rk20001219_2bvr014398	2017-08-31 08:44:28GMT
rk20110607_1bvr019411	2017-08-31 13:14:16GMT
ls20121219_1bvl001811	2017-08-31 12:51:06GMT
rk20090326_1bvr011909	2017-08-31 10:11:32GMT
rk20080507_2bvr239207	2017-08-31 10:25:16GMT
lk20160921_1bvl000612	2017-08-31 11:58:30GMT
rk20021112_2bvr169602	2017-08-31 08:08:12GMT
rk20000328_2bvr139296	2017-08-31 08:57:36GMT
rk20150401_2bvr305814	2017-08-31 12:26:40GMT
rk20091117_1bvr271708	2017-08-31 10:00:20GMT
rk20010108_1bvr043799	2017-08-31 08:43:50GMT
rk20020619_1bvr079202	2017-08-31 08:14:38GMT
rk20000927_2bvr168998	2017-08-31 08:49:30GMT
rk20040219_1bvr062903	2017-08-31 11:25:30GMT
rk20041213_1bvr148704	2017-08-31 11:12:56GMT
rk20110411_1bvr219610	2017-08-31 13:16:48GMT
rk20080731_1bvr084008	2017-08-31 10:22:44GMT
rk20081107_2bvr187007	2017-08-31 10:19:02GMT
rs20180718_1bvr167516	2020-08-27 09:37:08GMT
lk20190717_2bvl001119	2020-08-27 09:34:05GMT
rk20180118_2bvr269117	2020-08-27 09:34:01GMT
es20190917_2bve000218	2020-08-27 09:37:12GMT
rk20191231_1bvr285219	2020-08-27 09:36:55GMT
rk20181108_1bvr046113	2020-08-27 09:34:48GMT
rk20191025_2bvr049815	2020-08-27 09:35:10GMT
qk20190904_2bvq007419	2020-08-27 09:35:28GMT
rk20181114_1bvr127816	2020-08-27 09:38:59GMT
rk20190403_2bvr184518	2020-08-27 09:38:39GMT
rk20180911_1bvr141318	2020-08-27 09:33:00GMT
rk20181017_2bvr210018	2020-08-27 09:39:17GMT
rk20190312_2bvr225517	2020-08-27 09:35:33GMT
qk20180710_1bvq004518	2020-08-27 09:35:18GMT
rk20190522_2bvr075019	2020-08-27 09:33:53GMT
lk20190718_1bvl000118	2020-08-27 09:33:23GMT
qk20190403_2bvq002819	2020-08-27 09:37:43GMT
rk20180627_2bvr140517	2020-08-27 09:35:42GMT
rk20180421_1bvr268417	2020-08-27 09:38:12GMT
rk20191209_2bvr189019	2020-08-27 09:37:01GMT
rs20190917_2bvr030915	2020-08-27 09:37:14GMT
rk20190708_1bvr036319	2020-08-27 09:36:02GMT
rk20190221_2bvr245618	2020-08-27 09:33:43GMT
rk20190724_2bvr068619	2020-08-27 09:34:27GMT
rk20180220_2bvr267517	2020-08-27 09:35:54GMT
rk20180924_1bvr176418	2020-08-27 09:38:24GMT
rk20180329_1bvr066218	2020-08-27 09:35:02GMT
rk20180503_2bvr046317	2020-08-27 09:36:13GMT
rk20190319_1bvr151118	2020-08-27 09:33:17GMT
rk20180206_2bvr136817	2020-08-27 09:36:00GMT
rk20181025_1bvr168916	2020-08-27 09:36:46GMT
rk20190213_2bvr213617	2020-08-27 09:33:48GMT
qs20190415a_2bvq002219	2020-08-27 09:37:38GMT
cs20180426_2bvc001315	2020-08-27 09:32:51GMT
rk20191010_2bvr166319	2020-08-27 09:35:16GMT
rk20190708_2bvr045319	2020-08-27 09:36:02GMT
cs20190725_2bvc001419	2020-08-27 09:36:21GMT
rk20190410_2bvr001019	2020-08-27 09:37:39GMT
rk20181108_1bvr194918	2020-08-27 09:34:44GMT
qk20191204_2bvq009119	2020-08-27 09:32:56GMT
rk20180920_2bvr070818	2020-08-27 09:38:26GMT
rk20191210_1bvr221419	2020-08-27 09:37:00GMT
rk20181129_2bvr251317	2020-08-27 09:38:32GMT
qk20190221_2bvq000719	2020-08-27 09:33:44GMT
rk20190718_2bvr108218	2020-08-27 09:33:24GMT
rk20190927_1bvr170019	2020-08-27 09:37:45GMT
rk20190316_1bvr123517	2020-08-27 09:33:20GMT
ls20181211_2bvl000411	2020-08-27 09:37:25GMT
rk20190705_2bvr081819	2020-08-27 09:36:05GMT
rk20190520_2bvr064919	2020-08-27 09:33:54GMT
rk20180320_2bvr126617	2020-08-27 09:33:36GMT
rk20180221_1bvr060614	2020-08-27 09:37:36GMT
rk20180502_1bvr066617	2020-08-27 09:32:47GMT
rk20180430_1bvr235217	2020-08-27 09:32:50GMT
rk20190702_1bvr149919	2020-08-27 09:39:05GMT
cs20190813_2bvc002919	2020-08-27 09:34:21GMT
qk20180315_2bvq002418	2020-08-27 09:33:37GMT
rk20180808_2bvr167215	2020-08-27 09:39:14GMT
qk20190905_2bvq006719	2020-08-27 09:35:26GMT
qk20180129_1bvq007017	2020-08-27 09:33:31GMT
rk20190314_1bvr016919	2020-08-27 09:33:20GMT
rk20190222_2bvr220318	2020-08-27 09:33:43GMT
rk20180709_1bvr025218	2020-08-27 09:35:19GMT
rk20190415_1bvr290917	2020-08-27 09:37:36GMT
ls20191205_1bvl000718	2020-08-27 09:32:53GMT
rk20191007_2bvr072119	2020-08-27 09:36:53GMT
rk20190926_2bvr051719	2020-08-27 09:37:47GMT
qk20191216_1bvq008919	2020-08-27 09:36:58GMT
rk20190128_1bvr173816	2020-08-27 09:33:12GMT
rk20180807_1bvr157518	2020-08-27 09:39:15GMT
rk20190710_2bvr154514	2020-08-27 09:34:10GMT
lk20191217_1bvl000616	2020-08-27 09:36:57GMT
rk20180611_2bvr081918	2020-08-27 09:34:37GMT
rk20190318_2bvr036719	2020-08-27 09:33:18GMT
cs20190725_2bvc003119	2020-08-27 09:34:26GMT
qk20180326_1bvq001718	2020-08-27 09:35:02GMT
rk20190822_2bvr219418	2020-08-27 09:35:31GMT
rk20180813_2bvr207116	2020-08-27 09:39:12GMT
qs20180822_2bvq005318	2020-08-27 09:33:04GMT
rk20190508_2bvr065719	2020-08-27 09:35:04GMT
rs20180626_2bvr149416	2020-08-27 09:38:05GMT
rk20190716_2bvr116519	2020-08-27 09:34:07GMT
rk20180201_1bvr137914	2020-08-27 09:33:30GMT
rk20180808_2bvr134218	2020-08-27 09:39:14GMT
rk20180416_2bvr049218	2020-08-27 09:36:30GMT
rk20190808_2bvr030519	2020-08-27 09:36:18GMT
rk20180622_1bvr208315	2020-08-27 09:38:16GMT
rk20180627_1bvr149417	2020-08-27 09:35:42GMT
rk20190705_2bvr016718	2020-08-27 09:36:05GMT
rk20180226_1bvr138717	2020-08-27 09:37:32GMT
rk20190214_2bvr145718	2020-08-27 09:33:47GMT
rs20190312_2bvr067514	2020-08-27 09:35:35GMT
rk20191204_2bvr183219	2020-08-27 09:32:55GMT
qk20191120_1bvq008519	2020-08-27 09:38:50GMT
rk20190717_2bvr132718	2020-08-27 09:33:28GMT
rs20180612_2bvr173812	2020-08-27 09:38:22GMT
rs20180523_1bvr009714	2020-08-27 09:34:12GMT
rk20180627_1bvr202216	2020-08-27 09:35:43GMT
rk20180410_1bvr211917	2020-08-27 09:36:35GMT
rk20191217_1bvr224419	2020-08-27 09:36:57GMT
rk20180416_2bvr042618	2020-08-27 09:36:29GMT
ls20191105_1bvl000716	2020-08-27 09:36:26GMT
rk20190913_1bvr000116	2020-08-27 09:37:17GMT
qk20191024_2bvq008719	2020-08-27 09:35:11GMT
qk20181122_1bvq008118	2020-08-27 09:38:35GMT
rk20190220_2bvr028019	2020-08-27 09:33:45GMT
rk20180801_2bvr125818	2020-08-27 09:37:02GMT
rk20180418_2bvr088317	2020-08-27 09:38:13GMT
rk20180307_1bvr286517	2020-08-27 09:33:40GMT
rk20180702_2bvr155017	2020-08-27 09:35:39GMT
cs20190718_2bvc001219	2020-08-27 09:33:24GMT
rk20180515_2bvr028717	2020-08-27 09:34:15GMT
rk20190122_2bvr009319	2020-08-27 09:36:36GMT
rk20190923_2bvr090318	2020-08-27 09:37:49GMT
qk20190906_2bvq007219	2020-08-27 09:35:24GMT
rk20191120_1bvr173419	2020-08-27 09:38:49GMT
rk20180418_1bvr121316	2020-08-27 09:38:13GMT
rk20191120_1bvr240017	2020-08-27 09:38:51GMT
rk20190401_2bvr122417	2020-08-27 09:38:40GMT
rk20180608_2bvr109418	2020-08-27 09:34:39GMT
rk20191029_1bvr085918	2020-08-27 09:37:55GMT
rk20190528_1bvr087619	2020-08-27 09:34:33GMT
rk20180702_1bvr061212	2020-08-27 09:35:23GMT
qk20180226_1bvq000618	2020-08-27 09:37:31GMT
rk20191107_2bvr113919	2020-08-27 09:36:23GMT
rk20180412_1bvr002918	2020-08-27 09:36:30GMT
qk20180727_1bvq007317	2020-08-27 09:37:03GMT
cs20180426_2bvc000815	2020-08-27 09:38:07GMT
rk20180314_1bvr030018	2020-08-27 09:33:39GMT
rk20180821_1bvr267417	2020-08-27 09:39:08GMT
rk20190528_1bvr200616	2020-08-27 09:34:35GMT
rk20180201_2bvr145917	2020-08-27 09:33:29GMT
rk20180417_2bvr203917	2020-08-27 09:36:28GMT
qk20180821_1bvq005518	2020-08-27 09:33:06GMT
rk20190718_2bvr124219	2020-08-27 09:33:27GMT
rk20190211_1bvr000319	2020-08-27 09:33:08GMT
qk20190705_2bvq004019	2020-08-27 09:36:06GMT
ls20191119_2bvl002214	2020-08-27 09:38:52GMT
cs20190327_2bvc002319	2020-08-27 09:38:44GMT
rk20180903_1bvr055217	2020-08-27 09:33:01GMT
rk20190327_2bvr026219	2020-08-27 09:38:45GMT
rk20190212_1bvr291417	2020-08-27 09:33:06GMT
rk20180704_2bvr006218	2020-08-27 09:35:21GMT
rk20190506_2bvr142916	2020-08-27 09:35:05GMT
rk20180124_1bvr246513	2020-08-27 09:33:58GMT
qk20190318_1bvq009018	2020-08-27 09:33:18GMT
rk20181108_1bvr309113	2020-08-27 09:36:43GMT
rk20180702_1bvr084712	2020-08-27 09:35:23GMT
qk20180425_2bvq002818	2020-08-27 09:38:08GMT
rk20190614_1bvr243317	2020-08-27 09:34:54GMT
rk20180212_1bvr097517	2020-08-27 09:35:57GMT
rs20180724_2bvr196109	2020-08-27 09:37:06GMT
rk20190212_1bvr084217	2020-08-27 09:33:49GMT
rk20180208_1bvr211215	2020-08-27 09:35:58GMT
cs20190930_2bvc001118	2020-08-27 09:36:55GMT
rk20181115_1bvr157217	2020-08-27 09:38:58GMT
cs20190917_2bvc001818	2020-08-27 09:37:16GMT
rs20180713_1bvr147412	2020-08-27 09:37:10GMT
rs20180626_2bvr162416	2020-08-27 09:38:04GMT
rk20191205_1bvr262118	2020-08-27 09:32:54GMT
rk20190910_1bvr190514	2020-08-27 09:37:18GMT
rk20180514_2bvr088318	2020-08-27 09:34:15GMT
rs20180213_2bvr065116	2020-08-27 09:35:56GMT
rk20180930_1bvr242117	2020-08-27 09:39:22GMT
rk20180220_2bvr025318	2020-08-27 09:35:54GMT
cs20190509_2bvc002019	2020-08-27 09:35:04GMT
rk20180502_1bvr242015	2020-08-27 09:32:48GMT
cs20180426_2bvc000615	2020-08-27 09:32:52GMT
fs20181113_2bvf000111	2020-08-27 09:39:00GMT
rk20190812_1bvr178419	2020-08-27 09:36:15GMT
rs20180626_2bvr235416	2020-08-27 09:38:02GMT
rk20180221_2bvr030118	2020-08-27 09:37:33GMT
cs20190718_2bvc000919	2020-08-27 09:33:26GMT
qk20190822_2bvq007019	2020-08-27 09:34:17GMT
rk20180726_1bvr153417	2020-08-27 09:37:04GMT
rk20180316_2bvr025318	2020-08-27 09:33:36GMT
cs20190520_2bvc000318	2020-08-27 09:33:55GMT
rk20180530_1bvr004515	2020-08-27 09:34:43GMT
rk20191010_2bvr091416	2020-08-27 09:35:17GMT
rk20180612_2bvr099118	2020-08-27 09:38:20GMT
qk20190717_2bvq006019	2020-08-27 09:34:06GMT
rk20181008_1bvr165818	2020-08-27 09:39:19GMT
rk20180516_2bvr063517	2020-08-27 09:34:14GMT
rk20190705_2bvr038217	2020-08-27 09:36:03GMT
rk20180109_2bvr156217	2020-08-27 09:34:03GMT
rk20180322_2bvr150915	2020-08-27 09:35:47GMT
rk20191106_2bvr226718	2020-08-27 09:36:25GMT
rk20181220_2bvr237716	2020-08-27 09:36:38GMT
qk20180427_2bvq003518	2020-08-27 09:32:50GMT
rk20190416_1bvr003019	2020-08-27 09:35:09GMT
rk20180921_2bvr164917	2020-08-27 09:38:25GMT
rk20180411_2bvr260117	2020-08-27 09:36:33GMT
rk20180930_1bvr178317	2020-08-27 09:39:21GMT
rk20180719_2bvr094318	2020-08-27 09:37:07GMT
rk20190327_2bvr229418	2020-08-27 09:38:46GMT
rk20180625_2bvr226316	2020-08-27 09:38:15GMT
rk20190905_1bvr175519	2020-08-27 09:35:26GMT
rk20191010_1bvr227619	2020-08-27 09:36:50GMT
rk20190827_1bvr081117	2020-08-27 09:35:30GMT
qk20180918_1bvq007018	2020-08-27 09:38:30GMT
rk20191014_2bvr176819	2020-08-27 09:35:15GMT
rk20191022_2bvr166119	2020-08-27 09:35:14GMT
rk20190225_2bvr119318	2020-08-27 09:35:37GMT
rk20191030_2bvr082819	2020-08-27 09:37:53GMT
rk20180509_1bvr186617	2020-08-27 09:36:08GMT
rk20190923_2bvr017119	2020-08-27 09:37:50GMT
ls20180410_1bvl001114	2020-08-27 09:36:35GMT
rk20180606_2bvr035018	2020-08-27 09:34:39GMT
rk20180822_2bvr068818	2020-08-27 09:33:03GMT
qk20180125_2bvq004917	2020-08-27 09:33:34GMT
rs20181218_1bvr279509	2020-08-27 09:37:22GMT
rk20180627_1bvr200116	2020-08-27 09:35:44GMT
cs20190426_2bvc002619	2020-08-27 09:35:06GMT
rk20180207_2bvr054917	2020-08-27 09:35:59GMT
qk20181106_1bvq008018	2020-08-27 09:36:44GMT
rk20180125_2bvr098716	2020-08-27 09:33:33GMT
rk20190716_2bvr088117	2020-08-27 09:34:06GMT
rs20180626_2bvr250616	2020-08-27 09:38:01GMT
rk20190326_1bvr160818	2020-08-27 09:33:14GMT
rs20191106_1bvr001613	2020-08-27 09:36:23GMT
rk20191129_1bvr266618	2020-08-27 09:32:59GMT
rk20191031_2bvr133919	2020-08-27 09:36:27GMT
rk20190319_2bvr263818	2020-08-27 09:33:16GMT
rk20191107_2bvr088219	2020-08-27 09:36:22GMT
rk20190722_1bvr195517	2020-08-27 09:34:29GMT
rs20180724_2bvr030915	2020-08-27 09:37:05GMT
rk20180126_2bvr072516	2020-08-27 09:33:32GMT
rk20190312_1bvr009519	2020-08-27 09:35:32GMT
cs20180822_2bvc000118	2020-08-27 09:33:04GMT
rk20190827_1bvr087912	2020-08-27 09:35:30GMT
rk20180509_1bvr188417	2020-08-27 09:36:12GMT
rk20190603_2bvr091019	2020-08-27 09:34:30GMT
rk20180622_1bvr082318	2020-08-27 09:38:15GMT
es20190702_2bve000419	2020-08-27 09:39:06GMT
rs20191030_2bvr098016	2020-08-27 09:37:52GMT
rk20190617_1bvr230218	2020-08-27 09:34:54GMT
rk20190403_2bvr051719	2020-08-27 09:37:42GMT
rk20181108_1bvr041613	2020-08-27 09:34:47GMT
cs20181220_2bvc000718	2020-08-27 09:36:40GMT
qk20190815_1bvq005119	2020-08-27 09:34:19GMT
rk20191108_1bvr241319	2020-08-27 09:36:21GMT
cs20190813_2bvc000119	2020-08-27 09:34:22GMT
rk20180608_1bvr089617	2020-08-27 09:34:38GMT
rs20190702_2bvr168514	2020-08-27 09:39:04GMT
qs20190312_2bvq009118	2020-08-27 09:35:35GMT
rk20190827_1bvr152114	2020-08-27 09:35:29GMT
rk20180504_2bvr063218	2020-08-27 09:36:13GMT
fs20180321_1bvf000113	2020-08-27 09:35:52GMT
rk20180315_2bvr137113	2020-08-27 09:33:38GMT
rk20180704_2bvr120718	2020-08-27 09:35:20GMT
cs20190917_2bvc001518	2020-08-27 09:37:15GMT
rk20190123_1bvr297513	2020-08-27 09:33:13GMT
rk20181108_1bvr046213	2020-08-27 09:34:50GMT
rk20181218_1bvr062618	2020-08-27 09:36:42GMT
cs20191023_2bvc004719	2020-08-27 09:35:13GMT
qs20190619_2bvq002319	2020-08-27 09:34:50GMT
rk20190213_2bvr063316	2020-08-27 09:33:47GMT
rs20180626_2bvr126116	2020-08-27 09:38:06GMT
cs20190725_2bvc002818	2020-08-27 09:34:25GMT
rk20190425_2bvr172816	2020-08-27 09:35:08GMT
rk20190812_1bvr175319	2020-08-27 09:34:23GMT
qk20190515_1bvq004319	2020-08-27 09:33:56GMT
rk20190702_2bvr042719	2020-08-27 09:39:03GMT
rk20190705_1bvr145819	2020-08-27 09:36:04GMT
rk20190718_1bvr230718	2020-08-27 09:33:22GMT
qk20191205_2bvq009619	2020-08-27 09:32:54GMT
cs20180322_2bvc000218	2020-08-27 09:35:49GMT
rs20181023_1bvr252313	2020-08-27 09:39:16GMT
rk20190328_2bvr243218	2020-08-27 09:38:42GMT
ls20181016_2bvl000217	2020-08-27 09:39:18GMT
cs20190725_2bvc001819	2020-08-27 09:34:23GMT
rs20190730_2bvr168514	2020-08-27 09:36:20GMT
rk20180207_1bvr044215	2020-08-27 09:35:58GMT
qs20180724_2bvq003318	2020-08-27 09:37:05GMT
rs20181108_2bvr030915	2020-08-27 09:34:44GMT
rk20191204_2bvr000915	2020-08-27 09:32:56GMT
rk20191211_1bvr308714	2020-08-27 09:36:59GMT
qk20190522_2bvq000919	2020-08-27 09:33:53GMT
rk20180712_1bvr140118	2020-08-27 09:37:12GMT
rk20180523_2bvr116116	2020-08-27 09:34:11GMT
qk20190427_1bvq003619	2020-08-27 09:35:06GMT
rk20190801_2bvr155617	2020-08-27 09:36:19GMT
rs20180626_2bvr266716	2020-08-27 09:38:00GMT
rk20180122_2bvr008018	2020-08-27 09:33:58GMT
rk20190709_1bvr125719	2020-08-27 09:36:01GMT
rk20181023_2bvr237417	2020-08-27 09:36:48GMT
rk20191028_2bvr096619	2020-08-27 09:37:56GMT
rs20181218_1bvr014215	2020-08-27 09:37:20GMT
rk20181023_2bvr215318	2020-08-27 09:36:47GMT
rk20180626_2bvr103218	2020-08-27 09:35:45GMT
rk20180530_2bvr098118	2020-08-27 09:34:41GMT
rk20180815_1bvr178017	2020-08-27 09:39:11GMT
rs20180626_2bvr234715	2020-08-27 09:38:03GMT
rk20181126_1bvr031817	2020-08-27 09:38:34GMT
rk20180509_1bvr190017	2020-08-27 09:36:10GMT
ls20180606_1bvl000714	2020-08-27 09:34:40GMT
rk20190718_2bvr130119	2020-08-27 09:33:21GMT
rk20190312_1bvr272116	2020-08-27 09:35:34GMT
lk20180709_1bvl000218	2020-08-27 09:35:19GMT
rk20181108_1bvr041513	2020-08-27 09:34:46GMT
rs20180516_2bvr272813	2020-08-27 09:34:14GMT
rk20180822_2bvr264717	2020-08-27 09:33:05GMT
cs20190718_2bvc000519	2020-08-27 09:33:25GMT
cs20191023_2bvc003319	2020-08-27 09:35:13GMT
rk20181108_1bvr040813	2020-08-27 09:34:46GMT
rk20190703_2bvr225617	2020-08-27 09:39:02GMT
rk20191028_1bvr220819	2020-08-27 09:37:57GMT
rk20180305_1bvr101117	2020-08-27 09:33:42GMT
rk20180502_1bvr325014	2020-08-27 09:32:46GMT
cs20180426_2bvc001115	2020-08-27 09:32:52GMT
rk20191008_1bvr107819	2020-08-27 09:36:52GMT
rs20180626_2bvr252716	2020-08-27 09:38:01GMT
rk20191122_2bvr089419	2020-08-27 09:38:49GMT
rk20190918_2bvr068119	2020-08-27 09:37:50GMT
rk20181119_1bvr239118	2020-08-27 09:38:55GMT
qk20191031_1bvq007919	2020-08-27 09:36:28GMT
rk20190116_2bvr108118	2020-08-27 09:36:36GMT
rk20180711_2bvr154814	2020-08-27 09:35:17GMT
rk20180509_1bvr188317	2020-08-27 09:36:09GMT
